Order_ID,Order_Date,Customer,Region,Category,Product,Quantity,Unit_Price,Sales,Cost,Profit,Customer_Segment,Payment_Mode
ORD00726,2024-06-13,Customer 201,North,Furniture,Office Chair,4,6551,26204,16878.09,9325.91,Corporate,Credit Card
ORD00854,2024-06-14,Customer 293,South,Electronics,Laptop,6,73790,442740,271378.23,171361.77,Small Business,UPI
ORD00460,2024-06-16,Customer 193,North,Furniture,Table,3,9997,29991,20592.05,9398.95,Small Business,Cash
ORD00844,2024-06-16,Customer 176,South,Furniture,Table,3,9354,28062,18551.76,9510.24,Small Business,UPI
ORD00147,2024-06-16,Customer 98,West,Furniture,Desk,5,14992,74960,46222.18,28737.82,Consumer,Credit Card
ORD00373,2024-06-18,Customer 124,North,Furniture,Office Chair,5,7169,35845,20755.5,15089.5,Small Business,UPI
ORD00628,2024-06-19,Customer 195,West,Electronics,Headphones,3,7553,22659,14092.94,8566.06,Small Business,Debit Card
ORD00892,2024-06-20,Customer 231,West,Electronics,Headphones,2,5849,11698,6861.16,4836.84,Small Business,Debit Card
ORD00668,2024-06-20,Customer 274,East,Furniture,Office Chair,2,10811,21622,12022.43,9599.57,Small Business,UPI
ORD00963,2024-06-21,Customer 234,North,Office Supplies,Notebook,3,259,777,460.22,316.78,Corporate,Cash
ORD00272,2024-06-21,Customer 160,West,Electronics,Smartphone,5,31052,155260,116504.66,38755.34,Consumer,UPI
ORD00711,2024-06-21,Customer 7,East,Electronics,Headphones,3,2577,7731,5307.18,2423.82,Corporate,Debit Card
ORD00277,2024-06-21,Customer 69,West,Furniture,Table,1,5078,5078,3921.98,1156.02,Consumer,UPI
ORD00406,2024-06-23,Customer 23,North,Office Supplies,Pen Set,9,219,1971,1417.07,553.93,Consumer,UPI
ORD00417,2024-06-23,Customer 222,North,Office Supplies,File Folder,6,230,1380,785.35,594.65,Corporate,Credit Card
ORD00881,2024-06-24,Customer 79,South,Electronics,Tablet,7,14096,98672,76367.58,22304.42,Consumer,UPI
ORD00493,2024-06-25,Customer 295,West,Furniture,Bookshelf,5,13763,68815,48724.75,20090.25,Consumer,Credit Card
ORD00880,2024-06-26,Customer 215,East,Electronics,Tablet,2,38081,76162,47502.57,28659.43,Small Business,UPI
ORD00705,2024-06-27,Customer 197,East,Furniture,Table,7,6174,43218,27939.78,15278.22,Small Business,Credit Card
ORD00129,2024-06-28,Customer 198,North,Office Supplies,File Folder,3,231,693,411.71,281.29,Consumer,Credit Card
ORD00770,2024-06-28,Customer 123,South,Furniture,Desk,4,23661,94644,54613.26,40030.74,Corporate,Credit Card
ORD00697,2024-06-30,Customer 129,South,Electronics,Smartphone,3,19818,59454,41790.91,17663.09,Small Business,Credit Card
ORD00824,2024-07-02,Customer 198,East,Electronics,Headphones,4,3731,14924,8532.67,6391.33,Consumer,Credit Card
ORD00026,2024-07-02,Customer 123,North,Furniture,Desk,7,11931,83517,47622.51,35894.49,Small Business,Debit Card
ORD00089,2024-07-02,Customer 273,West,Electronics,Laptop,5,87660,438300,257180.58,181119.42,Consumer,Debit Card
ORD00382,2024-07-02,Customer 20,North,Furniture,Desk,7,23859,167013,94268.03,72744.97,Corporate,Debit Card
ORD00221,2024-07-03,Customer 39,East,Office Supplies,Pen Set,2,316,632,448.58,183.42,Small Business,UPI
ORD00556,2024-07-03,Customer 6,South,Furniture,Desk,6,13855,83130,57334.05,25795.95,Small Business,Debit Card
ORD00624,2024-07-05,Customer 138,South,Furniture,Office Chair,3,14822,44466,29655.28,14810.72,Corporate,Cash
ORD00857,2024-07-05,Customer 38,North,Office Supplies,Printer,7,18737,131159,101628.96,29530.04,Small Business,Cash
ORD00393,2024-07-06,Customer 173,West,Electronics,Headphones,6,2098,12588,8021.14,4566.86,Corporate,Credit Card
ORD00863,2024-07-06,Customer 230,North,Office Supplies,Printer,5,7824,39120,25691.03,13428.97,Small Business,Debit Card
ORD00445,2024-07-07,Customer 164,South,Electronics,Tablet,8,23546,188368,142963.11,45404.89,Consumer,Cash
ORD00283,2024-07-08,Customer 255,South,Office Supplies,Notebook,9,266,2394,1634.09,759.91,Corporate,Credit Card
ORD00566,2024-07-08,Customer 268,North,Office Supplies,Notebook,9,185,1665,1032.74,632.26,Small Business,Cash
ORD00331,2024-07-08,Customer 163,West,Electronics,Tablet,5,34683,173415,131187.5,42227.5,Corporate,Credit Card
ORD00454,2024-07-09,Customer 217,East,Office Supplies,Pen Set,5,456,2280,1312.43,967.57,Consumer,Credit Card
ORD00715,2024-07-09,Customer 200,West,Furniture,Bookshelf,9,13836,124524,90436.83,34087.17,Corporate,Cash
ORD00531,2024-07-09,Customer 51,North,Office Supplies,Pen Set,2,282,564,397.41,166.59,Corporate,Cash
ORD00751,2024-07-09,Customer 170,East,Office Supplies,File Folder,1,146,146,87.48,58.52,Consumer,Cash
ORD00098,2024-07-10,Customer 119,North,Electronics,Smartphone,6,54650,327900,212902.51,114997.49,Corporate,UPI
ORD00917,2024-07-10,Customer 160,West,Furniture,Desk,9,12839,115551,88956.74,26594.26,Small Business,Debit Card
ORD00440,2024-07-11,Customer 278,South,Office Supplies,Pen Set,9,204,1836,1114.77,721.23,Consumer,Credit Card
ORD00822,2024-07-11,Customer 237,East,Furniture,Desk,9,12724,114516,86563.95,27952.05,Corporate,Credit Card
ORD00068,2024-07-12,Customer 5,North,Furniture,Table,9,16185,145665,112595.29,33069.71,Consumer,Debit Card
ORD00508,2024-07-12,Customer 224,West,Furniture,Table,2,15674,31348,19442.67,11905.33,Corporate,Debit Card
ORD00501,2024-07-13,Customer 175,South,Office Supplies,Notebook,1,239,239,183.52,55.48,Consumer,Credit Card
ORD00920,2024-07-16,Customer 44,West,Electronics,Laptop,5,87146,435730,342827.24,92902.76,Consumer,Credit Card
ORD00868,2024-07-17,Customer 21,West,Office Supplies,Notebook,8,57,456,301.66,154.34,Small Business,Debit Card
ORD00312,2024-07-17,Customer 154,West,Furniture,Table,4,10591,42364,29232.94,13131.06,Corporate,Credit Card
ORD00808,2024-07-17,Customer 215,South,Furniture,Desk,4,15624,62496,38783.67,23712.33,Consumer,Cash
ORD00599,2024-07-19,Customer 45,South,Furniture,Table,8,8854,70832,51910.76,18921.24,Small Business,Cash
ORD00452,2024-07-20,Customer 32,East,Furniture,Table,1,13463,13463,7668.71,5794.29,Corporate,UPI
ORD00998,2024-07-22,Customer 213,West,Office Supplies,Notebook,2,277,554,376.32,177.68,Small Business,UPI
ORD00521,2024-07-22,Customer 161,West,Furniture,Desk,8,23377,187016,135537.45,51478.55,Consumer,Credit Card
ORD00217,2024-07-22,Customer 165,North,Office Supplies,File Folder,9,156,1404,1030.68,373.32,Consumer,Cash
ORD00589,2024-07-27,Customer 22,South,Office Supplies,Printer,6,6449,38694,29248.33,9445.67,Small Business,Credit Card
ORD00829,2024-07-28,Customer 17,South,Furniture,Office Chair,2,15153,30306,24171.2,6134.8,Small Business,UPI
ORD00862,2024-07-28,Customer 126,West,Furniture,Desk,4,8986,35944,21680.2,14263.8,Consumer,Cash
ORD00427,2024-07-28,Customer 78,South,Furniture,Office Chair,6,16837,101022,75942.42,25079.58,Corporate,Credit Card
ORD00888,2024-07-29,Customer 123,North,Electronics,Tablet,4,13537,54148,31230.25,22917.75,Corporate,Cash
ORD00319,2024-07-31,Customer 79,South,Electronics,Headphones,4,7357,29428,16317.43,13110.57,Corporate,UPI
ORD00198,2024-08-01,Customer 179,West,Office Supplies,Notebook,1,151,151,117.32,33.68,Consumer,Credit Card
ORD00931,2024-08-01,Customer 208,North,Electronics,Smartphone,4,43656,174624,123948.2,50675.8,Corporate,Cash
ORD00066,2024-08-02,Customer 221,East,Office Supplies,Printer,7,9729,68103,44974.04,23128.96,Small Business,Debit Card
ORD00712,2024-08-02,Customer 134,North,Electronics,Headphones,9,5613,50517,36502.61,14014.39,Corporate,Credit Card
ORD00384,2024-08-03,Customer 203,West,Furniture,Bookshelf,4,11269,45076,30679.22,14396.78,Consumer,UPI
ORD00224,2024-08-05,Customer 114,South,Furniture,Desk,2,22552,45104,34257.79,10846.21,Consumer,Debit Card
ORD00973,2024-08-06,Customer 296,South,Electronics,Laptop,6,75735,454410,300265.87,154144.13,Small Business,Cash
ORD00226,2024-08-07,Customer 192,South,Furniture,Office Chair,5,15600,78000,44978.56,33021.44,Small Business,Credit Card
ORD00268,2024-08-08,Customer 124,South,Electronics,Laptop,5,51382,256910,155482.1,101427.9,Small Business,Debit Card
ORD00802,2024-08-08,Customer 83,South,Electronics,Tablet,9,12654,113886,83664.81,30221.19,Small Business,Debit Card
ORD00714,2024-08-09,Customer 179,West,Electronics,Tablet,5,33045,165225,118231.45,46993.55,Corporate,UPI
ORD00546,2024-08-10,Customer 166,East,Electronics,Headphones,5,4865,24325,18298.63,6026.37,Small Business,Cash
ORD00183,2024-08-10,Customer 188,West,Office Supplies,Pen Set,1,332,332,235.04,96.96,Consumer,UPI
ORD00177,2024-08-11,Customer 115,South,Furniture,Office Chair,1,10233,10233,6894.86,3338.14,Small Business,Cash
ORD00989,2024-08-11,Customer 6,South,Office Supplies,File Folder,9,152,1368,1012.98,355.02,Small Business,Cash
ORD00200,2024-08-12,Customer 289,North,Furniture,Table,2,19331,38662,21964.04,16697.96,Consumer,Debit Card
ORD00549,2024-08-13,Customer 265,South,Office Supplies,Printer,9,15345,138105,85691.36,52413.64,Consumer,Credit Card
ORD00244,2024-08-13,Customer 161,East,Electronics,Smartphone,5,41160,205800,151102.15,54697.85,Consumer,Credit Card
ORD00912,2024-08-13,Customer 51,South,Office Supplies,Pen Set,9,178,1602,1068.65,533.35,Corporate,UPI
ORD00847,2024-08-14,Customer 216,North,Office Supplies,Printer,6,14582,87492,51118.36,36373.64,Small Business,UPI
ORD00552,2024-08-14,Customer 48,South,Office Supplies,File Folder,6,237,1422,910.58,511.42,Small Business,UPI
ORD00150,2024-08-14,Customer 98,East,Furniture,Table,4,14328,57312,41859.72,15452.28,Small Business,Cash
ORD00310,2024-08-15,Customer 184,East,Office Supplies,Printer,9,5204,46836,28899.44,17936.56,Corporate,Debit Card
ORD00553,2024-08-16,Customer 77,North,Electronics,Headphones,9,7367,66303,38555.23,27747.77,Corporate,Debit Card
ORD00074,2024-08-16,Customer 164,East,Furniture,Office Chair,6,16476,98856,78910.93,19945.07,Small Business,Cash
ORD00905,2024-08-16,Customer 97,East,Electronics,Smartphone,7,39251,274757,200439.91,74317.09,Small Business,UPI
ORD00104,2024-08-16,Customer 36,West,Furniture,Bookshelf,3,12434,37302,20686.22,16615.78,Small Business,Debit Card
ORD00396,2024-08-18,Customer 53,East,Furniture,Table,7,14242,99694,55380.69,44313.31,Consumer,Credit Card
ORD00921,2024-08-18,Customer 204,South,Office Supplies,Pen Set,8,343,2744,1657.11,1086.89,Corporate,Debit Card
ORD00710,2024-08-19,Customer 179,West,Electronics,Laptop,9,67551,607959,408270.86,199688.14,Corporate,Cash
ORD00918,2024-08-19,Customer 282,North,Furniture,Table,7,18121,126847,91337.79,35509.21,Small Business,Debit Card
ORD00184,2024-08-20,Customer 224,South,Furniture,Desk,3,21749,65247,36186.44,29060.56,Small Business,Cash
ORD00100,2024-08-20,Customer 109,South,Electronics,Headphones,9,2603,23427,14964.61,8462.39,Small Business,Cash
ORD00976,2024-08-20,Customer 195,East,Office Supplies,Notebook,8,59,472,338.5,133.5,Corporate,Credit Card
ORD00372,2024-08-21,Customer 51,South,Office Supplies,Printer,6,9458,56748,36715.77,20032.23,Corporate,UPI
ORD00895,2024-08-21,Customer 32,North,Furniture,Office Chair,6,14118,84708,53880.81,30827.19,Corporate,UPI
ORD00144,2024-08-22,Customer 4,South,Electronics,Smartphone,9,38752,348768,203973.13,144794.87,Corporate,Credit Card
ORD00598,2024-08-24,Customer 194,East,Office Supplies,File Folder,4,222,888,537.26,350.74,Small Business,Debit Card
ORD00562,2024-08-25,Customer 94,South,Electronics,Laptop,7,78684,550788,408884.2,141903.8,Consumer,UPI
ORD00983,2024-08-27,Customer 141,West,Office Supplies,Notebook,7,134,938,652.25,285.75,Small Business,Credit Card
ORD00006,2024-08-29,Customer 265,South,Electronics,Smartphone,4,23792,95168,75316.72,19851.28,Consumer,Debit Card
ORD00571,2024-08-31,Customer 68,South,Electronics,Smartphone,6,26382,158292,110789.66,47502.34,Corporate,Credit Card
ORD00781,2024-09-02,Customer 189,West,Office Supplies,Notebook,1,203,203,149.06,53.94,Corporate,Cash
ORD00667,2024-09-02,Customer 247,North,Furniture,Office Chair,6,5861,35166,19535.29,15630.71,Consumer,UPI
ORD00432,2024-09-03,Customer 8,North,Office Supplies,Pen Set,5,435,2175,1727.66,447.34,Corporate,Cash
ORD00436,2024-09-03,Customer 155,South,Electronics,Tablet,4,35816,143264,84303.95,58960.05,Small Business,Credit Card
ORD00608,2024-09-04,Customer 25,South,Furniture,Bookshelf,9,6971,62739,36553.33,26185.67,Corporate,Debit Card
ORD00254,2024-09-04,Customer 121,South,Office Supplies,File Folder,3,153,459,254.75,204.25,Consumer,Cash
ORD00479,2024-09-04,Customer 273,East,Office Supplies,Notebook,4,142,568,385.21,182.79,Consumer,Credit Card
ORD00990,2024-09-05,Customer 210,West,Electronics,Tablet,2,38853,77706,54136.76,23569.24,Consumer,Cash
ORD00871,2024-09-05,Customer 91,West,Furniture,Desk,5,17464,87320,59843.95,27476.05,Consumer,Debit Card
ORD00581,2024-09-06,Customer 25,North,Electronics,Laptop,4,88652,354608,238723.84,115884.16,Consumer,Debit Card
ORD00513,2024-09-06,Customer 295,West,Furniture,Table,9,15147,136323,101101.06,35221.94,Corporate,Cash
ORD00357,2024-09-06,Customer 8,North,Office Supplies,File Folder,1,94,94,68.58,25.42,Small Business,Debit Card
ORD00641,2024-09-07,Customer 212,East,Office Supplies,File Folder,3,159,477,263.89,213.11,Consumer,Credit Card
ORD00830,2024-09-08,Customer 265,East,Furniture,Bookshelf,1,8736,8736,5562.56,3173.44,Consumer,UPI
ORD00719,2024-09-09,Customer 95,North,Electronics,Tablet,4,19437,77748,55803.88,21944.12,Small Business,Debit Card
ORD00067,2024-09-09,Customer 230,East,Office Supplies,File Folder,9,123,1107,840.48,266.52,Corporate,Credit Card
ORD00526,2024-09-09,Customer 269,North,Office Supplies,Pen Set,3,450,1350,756.12,593.88,Small Business,Cash
ORD00095,2024-09-09,Customer 180,East,Electronics,Laptop,4,63568,254272,145222.18,109049.82,Small Business,UPI
ORD00794,2024-09-10,Customer 188,North,Office Supplies,Printer,8,18515,148120,86136.05,61983.95,Small Business,Credit Card
ORD00792,2024-09-11,Customer 76,South,Electronics,Tablet,8,39514,316112,181951.47,134160.53,Small Business,Cash
ORD00434,2024-09-11,Customer 171,North,Furniture,Desk,9,15155,136395,106599.31,29795.69,Corporate,Cash
ORD00557,2024-09-11,Customer 190,West,Electronics,Tablet,1,21018,21018,16000.59,5017.41,Consumer,UPI
ORD00865,2024-09-11,Customer 236,South,Office Supplies,Printer,5,8052,40260,29183.81,11076.19,Consumer,Debit Card
ORD00488,2024-09-12,Customer 135,North,Furniture,Desk,9,20516,184644,115450.79,69193.21,Small Business,Debit Card
ORD00079,2024-09-12,Customer 197,East,Electronics,Headphones,3,4324,12972,10184.74,2787.26,Consumer,Debit Card
ORD00793,2024-09-14,Customer 127,North,Office Supplies,File Folder,2,126,252,192.82,59.18,Small Business,Debit Card
ORD00474,2024-09-14,Customer 65,East,Electronics,Laptop,6,86963,521778,319526.98,202251.02,Corporate,Credit Card
ORD00967,2024-09-14,Customer 201,East,Office Supplies,Pen Set,8,320,2560,2010.16,549.84,Corporate,Credit Card
ORD00362,2024-09-14,Customer 81,North,Furniture,Desk,3,13031,39093,31189.01,7903.99,Corporate,Cash
ORD00826,2024-09-14,Customer 63,South,Office Supplies,Printer,4,7376,29504,16331.91,13172.09,Small Business,Credit Card
ORD00250,2024-09-15,Customer 130,East,Electronics,Smartphone,3,55747,167241,105543.03,61697.97,Corporate,Debit Card
ORD00141,2024-09-17,Customer 293,South,Electronics,Tablet,7,23382,163674,100989.46,62684.54,Corporate,Credit Card
ORD00120,2024-09-17,Customer 157,East,Electronics,Headphones,8,7158,57264,42909.28,14354.72,Consumer,Debit Card
ORD00612,2024-09-18,Customer 239,West,Electronics,Tablet,5,20378,101890,70896.4,30993.6,Corporate,Cash
ORD00350,2024-09-18,Customer 214,North,Furniture,Bookshelf,9,13984,125856,77683.32,48172.68,Corporate,Credit Card
ORD00246,2024-09-19,Customer 85,South,Office Supplies,Notebook,9,51,459,283.95,175.05,Small Business,Debit Card
ORD00251,2024-09-20,Customer 150,West,Electronics,Laptop,3,59686,179058,119306.6,59751.4,Corporate,Cash
ORD00137,2024-09-20,Customer 291,West,Furniture,Office Chair,3,12218,36654,26141.14,10512.86,Corporate,Cash
ORD00565,2024-09-21,Customer 288,East,Office Supplies,File Folder,3,124,372,246.36,125.64,Consumer,Credit Card
ORD00360,2024-09-22,Customer 210,East,Electronics,Smartphone,9,49610,446490,311835.4,134654.6,Corporate,Credit Card
ORD00156,2024-09-24,Customer 143,East,Furniture,Desk,8,22896,183168,142109.24,41058.76,Corporate,Credit Card
ORD00009,2024-09-26,Customer 271,West,Electronics,Smartphone,2,52065,104130,80566.09,23563.91,Corporate,UPI
ORD00606,2024-09-26,Customer 225,South,Furniture,Bookshelf,3,11483,34449,20593.03,13855.97,Consumer,UPI
ORD00459,2024-09-26,Customer 162,North,Electronics,Tablet,4,15490,61960,34254.86,27705.14,Small Business,Cash
ORD00309,2024-09-26,Customer 120,South,Furniture,Desk,7,7162,50134,31028.09,19105.91,Corporate,UPI
ORD00338,2024-09-26,Customer 154,South,Office Supplies,Pen Set,4,468,1872,1049.27,822.73,Small Business,Debit Card
ORD00773,2024-09-27,Customer 93,South,Furniture,Office Chair,7,14908,104356,71362.49,32993.51,Consumer,Debit Card
ORD00550,2024-09-27,Customer 167,North,Electronics,Smartphone,3,23080,69240,53006.73,16233.27,Consumer,Cash
ORD00333,2024-09-28,Customer 66,East,Furniture,Office Chair,3,17576,52728,30664.82,22063.18,Small Business,UPI
ORD00561,2024-09-28,Customer 2,South,Furniture,Office Chair,1,13347,13347,9878.7,3468.3,Corporate,UPI
ORD00195,2024-09-29,Customer 236,West,Electronics,Headphones,9,7877,70893,41070.23,29822.77,Consumer,Debit Card
ORD00062,2024-09-29,Customer 62,West,Electronics,Laptop,7,55644,389508,286279.5,103228.5,Consumer,Debit Card
ORD00411,2024-09-30,Customer 3,West,Electronics,Smartphone,9,33135,298215,233413.42,64801.58,Corporate,Cash
ORD00955,2024-09-30,Customer 44,West,Furniture,Table,6,13949,83694,48987.01,34706.99,Consumer,UPI
ORD00530,2024-10-02,Customer 48,East,Electronics,Tablet,2,12572,25144,16275.9,8868.1,Small Business,Cash
ORD00364,2024-10-03,Customer 107,South,Office Supplies,Notebook,7,201,1407,1003.29,403.71,Small Business,Credit Card
ORD00375,2024-10-04,Customer 68,North,Electronics,Headphones,1,3156,3156,2501.72,654.28,Consumer,Credit Card
ORD00290,2024-10-04,Customer 171,North,Electronics,Tablet,7,32567,227969,144896.16,83072.84,Consumer,Credit Card
ORD00745,2024-10-05,Customer 23,South,Electronics,Tablet,2,29285,58570,38268.42,20301.58,Consumer,UPI
ORD00332,2024-10-05,Customer 176,West,Electronics,Tablet,2,17433,34866,24526.29,10339.71,Corporate,Credit Card
ORD00634,2024-10-06,Customer 110,South,Office Supplies,File Folder,5,205,1025,606.26,418.74,Consumer,Debit Card
ORD00039,2024-10-06,Customer 181,East,Electronics,Laptop,5,82635,413175,228842.82,184332.18,Small Business,Cash
ORD00803,2024-10-07,Customer 215,West,Office Supplies,File Folder,6,53,318,247.92,70.08,Corporate,Cash
ORD00578,2024-10-08,Customer 175,South,Electronics,Laptop,3,62392,187176,133995.72,53180.28,Small Business,UPI
ORD00121,2024-10-09,Customer 69,West,Office Supplies,Pen Set,3,342,1026,709.35,316.65,Small Business,Debit Card
ORD00613,2024-10-09,Customer 79,East,Office Supplies,File Folder,4,179,716,404.88,311.12,Small Business,UPI
ORD00954,2024-10-09,Customer 229,West,Electronics,Laptop,6,64706,388236,222247.85,165988.15,Corporate,Debit Card
ORD00188,2024-10-11,Customer 4,North,Electronics,Tablet,7,23801,166607,98253.91,68353.09,Small Business,Credit Card
ORD00052,2024-10-11,Customer 220,North,Electronics,Tablet,3,25284,75852,43997.28,31854.72,Small Business,Credit Card
ORD00899,2024-10-12,Customer 71,East,Office Supplies,Printer,8,24838,198704,127230.97,71473.03,Corporate,Debit Card
ORD00699,2024-10-13,Customer 10,South,Furniture,Desk,9,13191,118719,70558.46,48160.54,Consumer,Cash
ORD00261,2024-10-15,Customer 164,East,Office Supplies,Printer,9,13984,125856,84303.21,41552.79,Corporate,Credit Card
ORD00178,2024-10-15,Customer 262,West,Furniture,Table,2,11183,22366,15464.59,6901.41,Small Business,Cash
ORD00395,2024-10-16,Customer 295,East,Electronics,Smartphone,2,25350,50700,30560.85,20139.15,Small Business,Debit Card
ORD00661,2024-10-18,Customer 244,East,Electronics,Smartphone,9,45908,413172,286842.76,126329.24,Small Business,UPI
ORD00166,2024-10-19,Customer 153,West,Furniture,Table,2,11467,22934,16716.32,6217.68,Consumer,Credit Card
ORD00114,2024-10-21,Customer 104,South,Office Supplies,Notebook,9,195,1755,1323.53,431.47,Small Business,Credit Card
ORD00818,2024-10-22,Customer 166,East,Office Supplies,Printer,9,7526,67734,44271.08,23462.92,Small Business,UPI
ORD00544,2024-10-22,Customer 236,West,Electronics,Tablet,5,38616,193080,152907.85,40172.15,Small Business,Cash
ORD00536,2024-10-22,Customer 118,West,Electronics,Laptop,7,57226,400582,290385.85,110196.15,Corporate,Debit Card
ORD00717,2024-10-24,Customer 178,East,Furniture,Desk,7,10158,71106,42099.7,29006.3,Consumer,Credit Card
ORD00734,2024-10-24,Customer 184,East,Furniture,Office Chair,9,10882,97938,61844.94,36093.06,Corporate,Cash
ORD00481,2024-10-25,Customer 290,West,Electronics,Headphones,1,7136,7136,3953.01,3182.99,Small Business,Credit Card
ORD00622,2024-10-26,Customer 290,North,Office Supplies,Pen Set,5,377,1885,1353.09,531.91,Corporate,Credit Card
ORD00856,2024-10-27,Customer 148,West,Office Supplies,Notebook,5,168,840,553.49,286.51,Consumer,UPI
ORD00215,2024-10-27,Customer 287,East,Electronics,Laptop,8,70939,567512,330699.69,236812.31,Corporate,UPI
ORD00625,2024-10-28,Customer 245,East,Furniture,Table,1,10983,10983,8376.12,2606.88,Small Business,Cash
ORD00335,2024-10-28,Customer 142,West,Furniture,Desk,5,13370,66850,49521.73,17328.27,Consumer,UPI
ORD00168,2024-10-28,Customer 11,South,Furniture,Office Chair,6,5806,34836,26816.04,8019.96,Consumer,Debit Card
ORD00762,2024-10-28,Customer 189,South,Electronics,Headphones,4,4701,18804,13271.91,5532.09,Corporate,Credit Card
ORD00547,2024-10-28,Customer 96,South,Furniture,Bookshelf,6,11542,69252,50323.27,18928.73,Consumer,Cash
ORD00999,2024-10-29,Customer 262,West,Electronics,Smartphone,5,21642,108210,70493.73,37716.27,Corporate,Cash
ORD00086,2024-10-29,Customer 207,North,Furniture,Office Chair,9,11544,103896,60623.71,43272.29,Consumer,Debit Card
ORD00031,2024-10-30,Customer 254,West,Office Supplies,Notebook,4,109,436,268.23,167.77,Consumer,Credit Card
ORD00659,2024-11-01,Customer 230,East,Office Supplies,Notebook,9,184,1656,1128.26,527.74,Consumer,Credit Card
ORD00085,2024-11-01,Customer 268,North,Furniture,Bookshelf,2,14357,28714,21760.7,6953.3,Corporate,Cash
ORD00780,2024-11-01,Customer 167,West,Office Supplies,File Folder,6,135,810,558.53,251.47,Small Business,UPI
ORD00626,2024-11-01,Customer 95,North,Electronics,Laptop,7,76627,536389,375900.36,160488.64,Consumer,UPI
ORD00087,2024-11-01,Customer 98,South,Electronics,Smartphone,3,30781,92343,65038.65,27304.35,Corporate,UPI
ORD00419,2024-11-02,Customer 160,East,Office Supplies,File Folder,5,184,920,708.23,211.77,Consumer,UPI
ORD00788,2024-11-04,Customer 177,East,Furniture,Table,8,17156,137248,105845.93,31402.07,Corporate,Debit Card
ORD00600,2024-11-08,Customer 286,South,Office Supplies,File Folder,3,152,456,323.24,132.76,Corporate,Debit Card
ORD00900,2024-11-08,Customer 126,West,Furniture,Bookshelf,3,8492,25476,14230.91,11245.09,Consumer,Debit Card
ORD00204,2024-11-09,Customer 22,South,Furniture,Bookshelf,4,4207,16828,11559.12,5268.88,Small Business,UPI
ORD00560,2024-11-10,Customer 111,East,Electronics,Smartphone,7,26949,188643,132518.95,56124.05,Consumer,UPI
ORD00925,2024-11-12,Customer 38,West,Electronics,Headphones,5,3908,19540,14233.46,5306.54,Corporate,Credit Card
ORD00755,2024-11-13,Customer 137,West,Furniture,Office Chair,9,8201,73809,47925.5,25883.5,Consumer,Credit Card
ORD00483,2024-11-14,Customer 77,West,Electronics,Smartphone,6,19370,116220,78259.67,37960.33,Corporate,UPI
ORD00300,2024-11-14,Customer 211,South,Electronics,Smartphone,3,43731,131193,82720.73,48472.27,Consumer,Cash
ORD00341,2024-11-15,Customer 161,West,Electronics,Headphones,8,3512,28096,17151.86,10944.14,Consumer,Debit Card
ORD00740,2024-11-16,Customer 179,North,Electronics,Headphones,5,4548,22740,13181.59,9558.41,Small Business,Credit Card
ORD00825,2024-11-17,Customer 275,East,Electronics,Laptop,7,85016,595112,328231.62,266880.38,Small Business,Debit Card
ORD00510,2024-11-18,Customer 3,South,Furniture,Desk,4,19508,78032,53823.73,24208.27,Corporate,Cash
ORD00926,2024-11-18,Customer 225,North,Electronics,Smartphone,9,24241,218169,146461.79,71707.21,Small Business,Credit Card
ORD00971,2024-11-18,Customer 252,South,Furniture,Office Chair,6,16859,101154,73294.62,27859.38,Small Business,Debit Card
ORD00235,2024-11-19,Customer 277,North,Furniture,Office Chair,9,13906,125154,80726.66,44427.34,Corporate,UPI
ORD00815,2024-11-20,Customer 55,South,Furniture,Office Chair,4,12674,50696,39795.4,10900.6,Corporate,Credit Card
ORD00055,2024-11-20,Customer 4,West,Office Supplies,Printer,3,7489,22467,15171.07,7295.93,Small Business,Debit Card
ORD00503,2024-11-20,Customer 282,North,Furniture,Bookshelf,8,10160,81280,48895.04,32384.96,Small Business,UPI
ORD00742,2024-11-22,Customer 108,East,Office Supplies,Notebook,7,184,1288,772.55,515.45,Corporate,Debit Card
ORD00958,2024-11-23,Customer 103,East,Furniture,Office Chair,1,10424,10424,6431.46,3992.54,Small Business,Debit Card
ORD00903,2024-11-24,Customer 115,West,Electronics,Smartphone,8,24825,198600,117298.67,81301.33,Consumer,UPI
ORD00282,2024-11-24,Customer 49,West,Office Supplies,File Folder,1,185,185,137.33,47.67,Corporate,Cash
ORD00019,2024-11-26,Customer 128,South,Furniture,Office Chair,6,8627,51762,33858.95,17903.05,Small Business,Cash
ORD00877,2024-11-26,Customer 216,South,Electronics,Headphones,9,7638,68742,51366.21,17375.79,Consumer,Debit Card
ORD00611,2024-11-26,Customer 272,North,Electronics,Smartphone,9,40553,364977,205356.36,159620.64,Small Business,Debit Card
ORD00993,2024-11-26,Customer 104,North,Electronics,Tablet,7,37892,265244,181638.68,83605.32,Small Business,UPI
ORD00524,2024-11-26,Customer 182,North,Furniture,Table,6,11033,66198,50391.1,15806.9,Corporate,Cash
ORD00359,2024-11-27,Customer 243,East,Electronics,Tablet,8,25395,203160,157465.32,45694.68,Consumer,UPI
ORD00208,2024-11-27,Customer 213,East,Electronics,Tablet,6,34462,206772,124248.17,82523.83,Corporate,Credit Card
ORD00927,2024-11-27,Customer 94,North,Electronics,Tablet,9,33304,299736,236966.64,62769.36,Corporate,Debit Card
ORD00356,2024-11-27,Customer 72,West,Office Supplies,Pen Set,1,267,267,175.01,91.99,Consumer,Credit Card
